"age_group","contact_[0,10)","contact_[10,20)","contact_[20,30)","contact_[30,40)","contact_[40,50)","contact_[50,60)","contact_[60,70)","contact_[70,79)","contact_79+"
"[0,10)","5.10316562022642","1.28725377551533","1.30332531065247","2.31497083312315","1.1221598200343","0.606327539457772","0.453266757158743","0.177712174722219","0.0111726265254263"
"[10,20)","1.15949254996891","8.00118824220649","1.24977685411394","1.51298690806342","1.88877951844257","0.835804485358679","0.431371281973645","0.343104864504218","0.0324429672946592"
"[20,30)","1.19314902456243","1.2701954426234","3.55182053724384","1.81286158254244","1.80561825747571","1.29108026766182","0.708613434860661","0.248559044477893","0.0215323291988856"
"[30,40)","1.83125260045684","1.32872195974583","1.56648238384012","2.75491288061819","1.94613663227464","1.2348814962672","0.863177586322153","0.244623623638873","0.0394364256673532"
"[40,50)","0.910395333788561","1.7011898591446","1.60014517035071","1.99593275526656","2.90894801031624","1.37683234043657","0.859519958701156","0.488960115017174","0.110509077357166"
"[50,60)","0.56560186656657","0.865574490657954","1.31557291022074","1.45621698394508","1.58310342861768","1.92835669973181","0.963568493650797","0.463041280007004","0.183483677017087"
"[60,70)","0.544954016221808","0.575775829452094","0.930622416907882","1.31190809759635","1.27375718214796","1.24189546255302","1.32825334016313","0.66235513907445","0.0946971569608397"
"[70,79)","0.319717318035767","0.68528632728864","0.488468642570909","0.556345582530282","1.08429412751444","0.893028152305907","0.991137484161889","1.17651345255182","0.12964732712923"
"79+","0.201086389216809","0.648252461859761","0.423327560644352","0.897268061280577","2.4516024037254","3.54014694719397","1.41761515077768","1.29700599099082","1.0189817510854"
